,Embedded_text,majority_sentiment
100,"In Israel gibt es Hinweise, dass BionTech auch gegen Omicron 90% Wirksamkeit habe. Bisher wurden die Daten nicht veröffentlicht. Morgen versuche ich bei ISR Kollegen mehr zu erfahren. jpost.com COVID: First signs that vaccines protect against Omicron So far, Israel has registered four cases infected with the new variant, while general morbidity remains low. 867 1.014 11.571",3
101,"Der Mut der #WeißeRose beeindruckt mich so. Vor 78 Jahren wurden Christoph #Probst, Sophie & Hans #Scholl von den Nazis ermordet. In unserer Demokratie brauchen wir heute nicht so viel Mut, damit Rassisten & Faschisten nie wieder was zu sagen haben. Widersprechen & Wählen hilft. 44 149 1.391",1
103,"Die #AfD sagt es schon lange: Eine Minderheit macht mit Hilfe der Massenmedien Druck auf die Meinungsfreiheit der Mehrheit in Deutschland. Zu diesem Ergebnis kommt auch eine aktuelle Allensbach-Studie. faz.net Allensbach-Umfrage: Eine Mehrheit fühlt sich gegängelt Nach dem Eindruck vieler Deutscher ist es um die Meinungsfreiheit derzeit so schlecht bestellt wie nie zuvor in der Bundesrepublik: Etwas weniger als die Hälfte glauben, man könne seine politische... 74 186 568",2
104,"Die schwarzgrüne Medienverliebtheit sollte uns nicht zum Lamentieren veranlassen, sondern zum Kampf anspornen. „Das Trikot schwitzt nicht von alleine“,hieß mal das Wahlkampfmotto der siegreichen  @spdrlp   - das gilt gerade auch für uns heute. Mit  @OlafScholz  und der ganzen  @spdde 8 3 22",3
105,"‚Die #Türkei zählt als Profitzentrum deutscher Konzerne & geopolitisches Sprungbrett für den Nahen Osten. Damit das in Zukunft noch besser wird, ist die Bureg die treibende Kraft für eine Erweiterung der #Zollunion’ mein Fazit in der  @jungewelt  #Kobani jungewelt.de Erdogans Pakt Türkei und islamistischer Terror 3 13 26",3
106,"Ungeimpfte haben manchmal Angst vor Myokarditis, Herzmuskelentzündung, nach Impfung. Neue Studien zeigen, dass das Risiko nach Covid Erkrankung sehr viel höher ist. nytimes.com Heart Problem More Common After Covid-19 Than After Vaccination, Study Finds The research did not assess the risks specifically for young males, who are the most likely to develop the rare side effect. 246 472 2.956",3
107,Inzidenzwert ist noch immer wichtigster Steuerungswert. Ihn abzuschaffen wäre Wahnsinn. Tod der Infizierten von heute erfahre ich in 3-5 Wochen. Bei steigender Inzidenz sähe man dann katastrophale Fehler von heute. Infizierte 50-80 Jährige sterben >2%. Jüngeren droht #Longcovid 707 857 6.676,2
108,In Deutschland muss es möglich sein 4 Millionen Bürger pro Woche zu impfen. Dann wäre Ostern das Schlimmste überstanden. #Covid_19 52 44 515,3
109,"Portrait in der Gießener Allgemeinen Zeitung geschrieben von Christina Steines giessener-allgemeine.de Helge Braun (CDU) aus Gießen: Der Notarzt der Nation im Bundestagswahlkampf Als Notarzt der Nation erklärt Helge Braun dem Volk Impfstrategien inklusive Pleiten und Pannen. Welche Rolle der Krisenmanager der Bundesregierung aus Gießen nach dem Abschied Merkels spielen wird,... 20 1 14",3
110,"Wir haben  @baerbelbas  für das Amt als Bundestagspräsidentin mit 99,48% und  @oezoguz  als Bundestagsvizepräsidentin mit 98,45% nominiert. Zwei starke Persönlichkeiten für die Spitze dieses Hohen Hauses.  24 72 521",1
111,"Mit dem Geld aus der Solidarkasse der Pflegeversicherung sollten nur noch Altenpflegeheime finanziert werden, die einen Tarifvertrag haben. Einen konkreten Vorschlag dazu werde ich zusammen mit  @HubertusHeil  in den nächsten Tagen vorlegen. #gema1nsam  Von  SPD Parteivorstand 54 54 363",3
112,"»Man muss die Leute mögen, wenn man linke Politik machen will. Dazu gehört, dass man […] auch einfach so mal in die Kleingartenanlage geht und sich mit den Leuten dort 2, 3 Bier reinschiebt.« – So die Theorie vor 3 Monaten in der  @Jungle_World . Heute Praxis in Eisleben. 16 16 244",1
113,#Merkeltruppe  Markus Feldenkirchen @MFeldenkirchen  · 21. Aug. 2021 Ich möchte eine Substantivierung kaufen 13 13 60,3
114,"(1) Sehr wichtige neue Studie zu Chronic COVID Fatigue Syndrom (CFS) aus Charité. CFS trifft vor allem Jüngere, Studienteilnehmer  31 J alt. 2/3 Frauen. Die Lebensqualität ist sehr niedrig.  Meist ist CFS leider bisher unheilbar. Ein unterschätztes Problem medrxiv.org Chronic COVID-19 Syndrome and Chronic Fatigue Syndrome (ME/CFS) following the first pandemic wave... Objective Characterization of the clinical features of patients with persistent symptoms after mild to moderate COVID-19 infection and exploration of factors associated with the development of... 186 785 2.267",2
117,"""Wir haben es geschafft, dass wir in dieser für alle schwierigen Situation gemeinsam als Europäische Union Geld aufnehmen, um mit diesen Anleihen wichtige Zukunftsinvestitionen zu finanzieren"", blickt  @OlafScholz  auf den europäischen Wiederaufbaufond. Er ist historisch. #spdbpt21 6 6 27",3
118,#Fussball zeigt bei aller Kommerzialisierung doch auch immer wieder ein menschliches Gesicht - so auch bei den Gesten anlässlich des Zusammenbruchs von Christian #Eriksen  #FussballEM 7,3
119,"Die #Macron-Rede war das erste Mal, dass ein größeres deutsches Publikum hören konnte, was er unter Europäischer #Souveränität (Cyberspace, Weltraum) und unter Strategischer #Autonomie versteht (#Europa IN der #NATO stärken). #MSC2021 POLITICOEurope @POLITICOEurope  · 19. Feb. 2021 Macron: ""I believe the best possible involvement of Europe within NATO is to be much more in charge of its own security.""  The French president added that both are ""totally compatible.""   More on his speech on our live blog: http://politi.co/2ZxgHYU #MSC2021 1 2 20",3
120,"Vielleicht wussten die #FreienWähler ja doch, dass die Chancen für den Einzug in den #Bundestag begrenzt sind - und es ging ihnen eigentlich um etwas anderes? #btw2021  @handelsblatt 4 2 9",3
121,"Mit der LINKEN würde #Vermögenssteuer in der nächsten Legislatur kommen – weil es dringend notwendig, ist umzuverteilen. Wir müssen uns mit den Reichen und Mächtigen anlegen. Politik für Millionen, nicht für Millionäre! #machtdasLandgerecht  @morgenmagazin  https://zdf.de/nachrichten/zdf-morgenmagazin/endspurt-im-wahlkampf-afd-linke-fdp-spitzenkandidaten-100.html… 34 60 321",3
122,"Du brennst für Klimaschutz und du willst gemeinsam mit uns politisch was ändern? Wir machen fit für den Wahlkampf - mit Workshops, Webinaren und spannenden Aktionen. Bist du dabei? Lass mal wieder was zusammen machen! #MitDir wird's wir: https://gruenlink.de/1xo7 56 12 109",1
123,"Today marks 6 months since peaceful protests started in #Belarus. On the Day of Solidarity with Belarus, I stand with all Belarussians peacefully & relentlessly calling for free & fair elections. Lukshenko must be held accountable for his crimes. #StandWithBelarus  @Tsihanouskaya 0:44 3.291 Mal angezeigt 21 59 209",1
124,"Heute begeht die deutsche Demokratie den friedlichen Machtwechsel nach einer Wahlentscheidung des Volkes. Dafür beneiden uns viele Menschen, die nicht in stabilen Demokratien leben. Danke an alle scheidenden Amtsträger/innen für ihren Dienst und viel Erfolg für alle Neuen  116 93 2.458",1
125,"Wo er Recht hat, hat er Recht! Jonas Schaible @beimwort  · 6. Mai 2021 »Es ist Zeit umzusteuern« - nach Bidens Vorstoß ist plötzlich denkbar, was der Westen bisher nicht wollte: eine Aussetzung der Patente auf Corona-Impfstoffe. Gut so, Deutschland sollte sich auch dafür einsetzen, sagt Robert #Habeck im @derspiegel: https://spiegel.de/politik/deutschland/robert-habeck-fordert-patent-aussetzung-fuer-corona-impfstoffe-a-406491ec-8019-4962-8f16-eca013a1e8f4… 9 2 12",1
126,"Herzlichen Glückwunsch! Persönlich ist das hochverdient und gesellschaftlich eine wunderbare Ermutigung für viele Menschen in unserem Land   #Biontech #Impfstoff #Forschung Steffen Seibert @RegSprecherStS  · 19. März 2021 Özlem Türeci und Uğur Şahin, die #BioNTech-Gründer, haben mit herausragender Wissenschaft und mutigem Unternehmergeist einen Schlüssel zur globalen Eindämmung der Pandemie geschaffen. Heute hat sie Bundespräsident Steinmeier mit dem Großen Verdienstkreuz der Bundesrepublik geehrt 4 3 97",1
127,"Derartige „Karrieren“ beginnen meist schon in der Schule: Copy & Paste, nett lächeln bei der „PowerPoint-Präsentation“ und schon hat man das Abitur so gut wie in der Tasche.    ""Jahrzehntelange Methode""? #Baerbock schrieb auch in älteren Schriften ab tichyseinblick.de ""Jahrzehntelange Methode""? Baerbock schrieb auch in älteren Schriften ab In einer neuen Medieninformation hat Plagiatsjäger Stefan Weber neue Funde präsentiert. Auch in älteren Schriften der grünen Kanzlerkandidatin würden sich laut Weber zahlreiche problematische Stellen... 2 13 23",2
128,"This.  Robert Franken @herrfranken  · 6. Sep. 2021 Was, wenn...? <thread>  #diversity #equity #inclusion #GenderEquality Diesen Thread anzeigen 1 9",3
129,+++#Umweltminister Glauber: Apostel der #Klima-#Religion – Sektenhafter Zugang zu natürlichen Herausforderungen macht vernünftige #Politik unmöglich+++   #AfD #abernormal   https://afdkompakt.de/2021/08/09/umweltminister-glauber-apostel-der-klima-religion-sektenhafter-zugang-zu-natuerlichen-herausforderungen-macht-vernuenftige-politik-unmoeglich/… 8 13 62,2
130," Presseinfo  Der Bundestag berät das Fondsstandortgesetz.  @TSchipanski  &  @MBiadaczMdB  über Mitarbeiterkapitalbeteiligungen, Entbürokratisierung für Fondsverwalter, Digitalisierung der Aufsicht & den grenzüberschreitenden Vertrieb von Investmentfonds. cducsu.de Wirtschaftsstandort stärken – Union fordert bessere Mitarbeiterkapitalbeteiligung Am heutigen Freitag hat der Deutsche Bundestag in Erster Lesung das Gesetz zur Stärkung des Fondsstandorts Deutschland beraten. Darin sollen die Regelungen für Mitarbeiterkapitalbeteiligungen... 1 4 17",3
131,Der Aufbau von zusätzlichen Intensivbetten war in den letzten 2 Wochen bundesweit in absoluten Zahlen doppelt so stark wie die Zunahme von Covid-Intensivpatienten. Das ist eine gute Entwicklung. 15 16 171,1
132,"Wieso werden Einschränkungen innerhalb von wenigen Tagen entschieden, aber die Rückgabe von Grundrechten dauert einen Monat, Herr  @jensspahn ? 32 97 317",2
134,Hattrick!  @OlafScholz  hat alle Trielle gewonnen! 42% der Zuschauer*innen fanden ihn heute Abend am überzeugendsten. #ScholzPacktDasAn #Triell 167 150 1.009,1
135,Pressekonferenz mit Bundesgeschäftsführer  @JoergSchindler  #DieLinke 22:28 2.068 Zuschauer DIE LINKE @dieLinke pscp.tv Pressekonferenz mit Bundesgeschäftsführer @JoergSchindler #DieLinke 3 5 22,3
136,"Wir brauchen endlich Klima-Ordnungspolitik: Dort wo es den Zertifikatehandel bereits gibt, zeigt sich, dass er funktioniert! Daher wollen wir diese auf alle Bereiche ausweiten. So schaffen wir einen dichten Deckel für Emissionen & die Dekarbonisierung unsere Lebensweise!  @vzbv 11 20 154",1
137,"Wir sehen uns morgen auf der Straße   @klauslederer  @Katina_Schubert  und viele andere sind auch dabei. #LINKE Treffpunkt: 12 Uhr am Marx-Engels-Forum  DIE LINKE. Berlin @dielinkeberlin  · 9. Sep. ""Wohnungen sind unser #Zuhause und keine Spekulationsobjekte. Die nächste Bundesregierung muss endlich liefern."" (@klauslederer)  Am Samstag gemeinsam auf die Straße! Mehr Infos: https://gleft.de/4nI #Mietenwahl #dielinke #berlin #wemgehörtdiestadt #tanzdemo 13 18",3
138,Gleich geht’s los. #bereitweilihresseid #allesistdrin  2 23 111,3
139,"Herzlichen Glückwunsch,  @gitta_connemann  zum Vorsitz der  @MIT_bund . Du bist die neue starke Stimme für alle, die unsere Wirtschaft am Laufen halten und für Arbeitsplätze sorgen. Freue mich auf die Zusammenarbeit und eure Impulse für unsere Soziale Marktwirtschaft. 13 12 101",1
140,"Da musste ich gerade echt 2x hinsehen... Wie peinlich, substanzlos und anmaasend.  Offensichtlich ein Anfall moralischer Überheblichkeit. Oder wollen wir den USA nun allen Ernstes erklären, wie Demokratie funktioniert? 125 170 1.060",2
141,"Das Konzert für die Flutopfer ist zu Ende. BAP Gründer Wolfgang Niedecken hat es beendet mit einem Aufruf, sich impfen zu lassen. 271 198 4.176",3
142,"Die #FDP will schlicht davon ablenken, dass sie sich in der Coronapolitik Wahlkampf bedingt völlig vergaloppiert hat. Dabei zeigt der Wende-Wissing gern noch auf andere   @BILDamSONNTAG  Super Niveau!  Dorothee Bär @DoroBaer  · 5. Dez. 2021 Was ist das denn für ein Wischi-Waschi von @Wissing? Impfpflicht „möglichst“ jedem einzelnen Abgeordneten überlassen? Was will die @fdpbt jetzt eigentlich? Spannendes Parlamentsverständnis. Impfpflicht jetzt! 1 10 38",2
143,"Nein zur Impfpflicht für Schüler sagt auch mein Kollege im  Abgeordnetenhaus  @herbert_mohr    Wo sich Kinder und Jugendliche mit dem Coronavirus infizieren - bz-berlin.de Wo sich Kinder und Jugendliche mit dem Coronavirus infizieren Selten war der Kindertag am Dienstag so wichtig: Dann entscheidet der Senat, wann und wie es mit der Rückkehr aller Schüler in die Klassen vorangeht. Eine Analyse der Gesundheitsverwaltung zeigt... 1 4 18",3
144,"Dieser Staat ist stark, wenn es darum geht, die eigenen Bürger zu bevormunden. Aber schwach, wenn es darum geht, uns vor realen Gefahren zu schützen. #Hochwasserkatastrophe bild.de Kommentar von BILD-Chef Julian Reichelt - Die Politik hat nicht gewarnt! Über 150 Menschen sind in Schlammfluten elendig ertrunken, von Gerölllawinen erschlagen worden, im Herzen unseres Landes. Und die An... 1 29 97",2
145,"Heute hat der erste Landkreis in Nordrhein-Westfalen eine Inzidenz von Null. Es bleibt dabei: Auch in Pandemie-Zeiten gilt die Verfassung. Einschränkungen von Grundrechten müssen immer verhältnismäßig sein. #AusGruenden Staatskanzlei NRW @landnrw  · 25. Juni 2021 ""Und deshalb muss man vorsichtig bleiben, #Delta im Blick haben“, sagte Ministerpräsident @ArminLaschet in der Pressekonferenz am Mittwoch. Hier ist seine gesamte Aussage mit Kontext. #Servicetweet 327 95 492",3
147,"Vor 60 Jahren ließ die SED die #Mauer errichten. Dass wir heute wieder frei & vereint sind, empfinde ich als großes Glück, das die Menschen in der ehem. DDR mutig erkämpft haben. Wir sind ein Volk. Neue Mauern in den Köpfen dürfen wir nicht zulassen, Grundlage dafür ist Dialog! 7 14 142",1
149,"Man kann Bezeichnungen ablehnen, weil sie Vorurteilen und Diskriminierung Vorschub leisten; es würde aber auch schon reichen Menschen mit Respekt zu begegnen. Ich hoffe, die schämen sich in Grund und Boden. #DieletzteInstanz die steissbeine @diesteissbeine  · 31. Jan. 2021 Deutschland 2021 Part 2 Diesen Thread anzeigen 1:06 589.973 Mal angezeigt 4 8 81",2
150,Meine Anfragen an die #Bundesregierung. Thema heute:  Von Deutschland gezahlte Entwicklungshilfe an China & Indien (Antwortim Link!) https://brandner-im-bundestag.de/anfragen/schriftliche-frage-8082-august-2021.html… #AfD #Brandnerfragtnach #wirhabendasDirektmandat #Deutschlandabernormal #WK194 #Berlin #Bundestag #Brandner 59 56 215,3
151,"Viel Erfolg!!!  Jürgen Braun, MdB @JuergenBraunAfD  · 7. Juni 2021 Wählen Sie Rebecca #Weißbrodt und mich vorne auf die #Landesliste! Die Besten müssen in den #Bundestag. Auf jeden einzelnen Kandidaten kommt es an. Es geht nicht um Gruppen, es geht um Qualität und Leistung! #AfD #BaWü #abernormal #Briefwahl  https://youtu.be/ucwG0DmRu_4 3 10 69",1
152,"Das Ansehen und die  Arbeitsfähigkeit des Deutschen Bundestages werden durch die völlig gescheiterte #Wahlrechtsreform von CDU, CSU und SPD gefährdet. Für dieses Debakel trägt allen voran die #CSU, und mit ihr CDU und SPD, die Verantwortung. thepioneer.de Die Ampel-Koalition für die Wahlrechtsreform Weil der Bundestag auf Rekordgröße wächst, wollen SPD, Grüne und FDP eine Reform - ohne die Union. 7 12 89",2
154,"Heute werde ich eine Initiative zur verpflichtenden #Kennzeichnung verarbeiteter #Eier einbringen beim EU-#Agrarrat. Bei rohen Eiern können Verbraucherinnen und Verbraucher bereits heute erkennen, wie die Legehennen gehalten wurden. Das ermöglicht eine bewusste Kaufentscheidung. 26 15 78",3
155,"Kinder und Jugendliche haben im letzten Jahr kaum eine Rolle gespielt. Die Bundesregierung muss das Wohl der Kinder jetzt stärker in den Blick nehmen, damit Bildungslücken aufgeholt und soziale Folgen abgefedert werden können. #kindertag #teilzeitministerin 13 77",3
156,Ab 09:00 debattiert der #Bundestag über den Gesetzentwurf der #Bundesregierung für ein neues Gesetz für den #Bundesverfassungsschutz Für  @GrueneBundestag  darf ich sprechen. Stream auf http://bundestag.de #BfV #Demokratie #Kontrolle #QuellenTKÜ bundestag.de Deutscher Bundestag - Startseite Dies ist der Internetauftritt des Deutschen Bundestages. Sie können die Webseite auch auf Ihrem mobilen Endgerät anzeigen lassen. 13,3
157,"Sehr starkes Signal:  @c_lindner  hat kurzfristig Josef Schuster, Präsident des Zentralrates der Juden in Deutschland, zum #bpt21 der  @fdp  eingeladen. 19 67 1.122",1
158,"StatementAnlässlich des Jahrestags von #Hanau findet  @ninawarken : ""Umso entschlossener müssen wir den Kampf gegen Rechtsextremismus und Rassismus mit allen uns zur Verfügung stehenden Mitteln weiter vorantreiben."" cducsu.de Presseservice Telefon: 030 227 53015 E-Mail: pressestelle@cducsu.de 11 7 11",3
159,"Das Verhalten von Union & Grünen in #BadenWuerttemberg und #Thüringen ist NICHT hinnehmbar.  @larsklingbeil : „Wer der AfD Raum lässt, macht sie unnötig stark. Das sind Spalter und Hetzer, denen gibt man keinen Raum für politische Spielchen!“ #keinfussbreit 101 113 544",2
160, #AllesIstDrin #bereitweilihresseid #dBDK21 4 70,3
161,"""Die #Corona-Grenzschließungen von 2020 hätten ein heilsamer Schock sein müssen. Stattdessen hat die Bundesregierung die Zeit seither verstreichen lassen, ohne intelligente Konzepte für das Grenzmanagement zu entwickeln!"":  @bstrasser  zu unserem Antrag  https://tinyurl.com/v5mjebbh 1:03 578 Mal angezeigt 1 1 29",2
